"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"sturgis","MI","US","disk","600.0","THE OBJECT WAS UP TO HIGH FOR DETAIL BUT WAS CIRCLE IN SHAPE AND WAS BRIGHT WHITE LIGHT","41.7991667","-85.4191667","2000","10","1","1","30","2001","4","1"
"sturgis","MI","US","light","7200.0","Moving light in sky for over 2 hours.  ((NUFORC Note:  Possible sighting of stars.  Tails are optical effect of camera&#44 possibly.  PD))","41.7991667","-85.4191667","2006","9","9","2","0","2006","10","30"
"sturgis","MI","US","light","3600.0","Ball of light SW of Sturgis&#44 Mi. looked like an extremely close and bright planet but vanished suddenly.  ((NUFORC Note:  Venus?  PD))","41.7991667","-85.4191667","2013","11","23","18","22","2013","12","2"
"sturgis","MI","US","unknown","45.0","It was a circle type shape that changed colors and spined as it got up higher in the sky.Then after about 45 seconed it disapered.","41.7991667","-85.4191667","1999","5","15","1","15","2006","12","7"
"sunfield","MI","US","unknown","300.0","Flying object coming out of field. Hovering for 5 mins. Then leaving.","42.7622222","-84.9925","2012","10","1","20","0","2012","11","4"
"swartz creek","MI","US","fireball","90.0","Four orange lights in the night sky vanish&#44 two by two.","42.9572222","-83.8305556","2011","6","3","23","0","2011","6","20"
"swartz creek","MI","US","fireball","240.0","blazing sphere across the southern sky from 1982","42.9572222","-83.8305556","1982","10","1","22","10","2003","3","21"
"swartz creek","MI","US","fireball","600.0","Orange fireballs resolving into something solid after slowing down.","42.9572222","-83.8305556","2010","8","30","9","40","2010","11","21"
"swartz creek","MI","US","formation","20.0","Light formation spanning over a HUGE area and moving very slowly from South to North direction then aiming downward","42.9572222","-83.8305556","1999","11","16","19","15","1999","11","17"
"swartz creek","MI","US","triangle","600.0","Two triangular craft&#44 red light on front&#44 2 square white lights on rear&#44 northward at slow speed.","42.9572222","-83.8305556","2005","11","10","18","30","2005","12","16"
"sylvan lake","MI","US","triangle","600.0","((NUFORC Note:  No information provided by witness.  PD))","42.6113889","-83.3286111","2013","11","10","19","0","2013","11","20"
"tapiola","MI","US","rectangle","21600.0","was driving &amp; square craft hovered over me&#33 I sped up to 80ph..but my speed kept slowing down. I slowed for a SHARP turn&#44 craft was","46.9247222","-88.6263889","2006","8","6","10","30","2006","10","30"
"tawas city","MI","US","oval","60.0","Close encounter on Monument Rd.&#44 Tawas City.  Near Corsair.  Craft nearly filled the sky between the pines.  Very large&#44 very close.","44.2694444","-83.5147222","1991","8","1","1","30","2008","2","14"
"tawas city","MI","US","triangle","3600.0","Triangle craft with moving white light during meteor shower.","44.2694444","-83.5147222","1986","6","1","22","0","2010","2","14"
"taylor","MI","US","disk","300.0","Symbols on bottom in Michigan","42.2408333","-83.2697222","1978","6","30","21","0","2010","2","14"
"taylor","MI","US","fireball","3.0","green streak across sky.","42.2408333","-83.2697222","2012","6","14","21","30","2012","7","4"
"taylor","MI","US","fireball","120.0","Red fiery object witnessed by 3 adults.","42.2408333","-83.2697222","2012","1","6","9","15","2012","1","12"
"taylor","MI","US","light","45.0","7-1-12 Orange lights spotted over Taylor&#44Mi  near Metro Airport","42.2408333","-83.2697222","2012","7","1","22","30","2012","7","4"
"taylor","MI","US","sphere","20.0","I was walking towards what used to be Marshall&#39s at the back entrance of the Southland Mall in Taylor&#44 Mi.  As I walked toward the buil","42.2408333","-83.2697222","1999","10","15","18","30","2010","4","13"
"temperance","MI","US","formation","120.0","7-8 bright lights in formation&#44 no sound&#44 low in sky headed east towards lake Eire. Seen by 8 of us. Whole sky glowed.","41.7791667","-83.5688889","2013","11","28","19","15","2013","12","23"
"temperance","MI","US","oval","18000.0","pulsating green white and red object in the northwest sky at 45degrees","41.7791667","-83.5688889","2003","10","10","20","25","2003","10","31"
"temperance","MI","US","oval","300.0","Orange Globes moving across sky over Temperance&#44 MI 8/29/12 at 10:10pm","41.7791667","-83.5688889","2012","9","29","22","10","2012","10","30"
"three oaks","MI","US","disk","900.0","Approx. 1000 feet above us. Bright window light illuminated entire craft.  Approached and passed over maybe l0 M.P.H.","41.7986111","-86.6105556","1978","6","20","23","0","2012","2","3"
"three rivers","MI","US","fireball","600.0","We saw 5 to 6 orange glowing UFO&#39s traveling in a row about 30 seconds apart across the highway.","41.9438889","-85.6325","2012","6","15","22","15","2012","7","4"
"three rivers","MI","US","fireball","10.0","The night of January 7th I spotted a very bright lime green firebal? streaking past our living room window. Irt was between 1st and 3rd","41.9438889","-85.6325","2000","1","7","21","35","2000","1","22"
"three rivers","MI","US","light","900.0","Wihte light UFO 19","41.9438889","-85.6325","1996","3","21","21","0","2004","12","3"
"three rivers","MI","US","other","300.0","Hawk like object","41.9438889","-85.6325","2004","11","25","14","0","2004","12","3"
"three rivers","MI","US","oval","600.0","While dirving to work this monday morning the 11th of October I spotted two jets flying toward the horizion. Becouse of the rising sun","41.9438889","-85.6325","1999","10","11","7","40","1999","10","19"
"three rivers","MI","US","teardrop","60.0","It was a very bright silver color that cought my eye","41.9438889","-85.6325","2001","7","5","18","0","2001","8","5"
"tipton","MI","US","unknown","420.0","BRIGHT Object in SE Michigan 6/15/08 10:45 pm","42.0166667","-84.0641667","2008","6","15","22","40","2008","7","5"
"tower","MI","US","light","180.0","It had very bright light and blinking green and red lights . It moved downward in a straight perfect and quiet manner.","45.3552778","-84.3005556","2003","11","25","17","35","2003","12","9"
"traverse city","MI","US","cigar","35.0","White cigar shaped object with no evident exhaust trail or wings&#44following commercial airliner under blue skys.","44.7630556","-85.6205556","2012","7","17","18","0","2013","5","15"
"traverse city","MI","US","circle","900.0","Five nearly circular &quot;fire colored&quot; objects drifting across the sky","44.7630556","-85.6205556","2006","9","2","23","0","2006","10","30"
"traverse city","MI","US","disk","900.0","Typical saucer shaped craft hovering close to road apx 45 feet above road","44.7630556","-85.6205556","2003","9","25","20","0","2003","9","28"
"traverse city","MI","US","disk","120.0","I saw a silver metallic flying saucer over Traverse City&#44 MI&#44 speeding through the atmosphere.","44.7630556","-85.6205556","2002","6","15","5","30","2003","7","16"
"traverse city","MI","US","fireball","120.0","Three orange &amp;quot;fire balls&amp;quot; move slowly and then fade out.","44.7630556","-85.6205556","2013","7","6","23","0","2013","7","14"
"traverse city","MI","US","light","180.0","About 50 lights&#44 similar to what satellites look like&#44 travelled across the sky North to South  in one large group.","44.7630556","-85.6205556","2012","7","7","23","15","2012","8","5"
"traverse city","MI","US","light","180.0","Three eye-witnesses to a bluish light that moved so fast it was unreal above the tree tops.","44.7630556","-85.6205556","1990","11","1","19","0","2010","6","3"
"traverse city","MI","US","light","120.0","Light spotted over Traverse City Mi. traveling at a high rate of speed 11:40 July 31 &#442001","44.7630556","-85.6205556","2001","7","31","23","40","2001","8","5"
"traverse city","MI","US","light","10.0","Silent Glowing Orange Sphere Moving in a Straight Line Witnesed Over Traverse City&#44 Michigan.","44.7630556","-85.6205556","2012","8","7","23","5","2012","9","24"
"traverse city","MI","US","other","120.0","translucent football seen over city airport","44.7630556","-85.6205556","1984","10","10","12","0","2003","10","7"
"traverse city","MI","US","other","300.0","Very large&#44 dark object flying very low over water&#44 moving too smoothly and silently for airplane of any kind","44.7630556","-85.6205556","2002","11","1","7","20","2002","11","4"
"traverse city","MI","US","other","30.0","I saw approx. 20 small pin points of light in a triangular formation. (almost like a group of birds flying south) The points of light r","44.7630556","-85.6205556","1996","7","4","23","30","1999","1","28"
"traverse city","MI","US","rectangle","5.0","Enormous silent hovering craft above golf course.","44.7630556","-85.6205556","2001","9","14","21","0","2006","10","30"
"traverse city","MI","US","rectangle","5400.0","U.F.O. sighting and lost time.","44.7630556","-85.6205556","1996","9","30","22","0","2000","7","11"
"traverse city","MI","US","sphere","300.0","3 strage lights","44.7630556","-85.6205556","2011","3","28","0","0","2011","4","3"
"traverse city","MI","US","sphere","300.0","Red-Orange Orbs appeared over crowd prior to Fireworks Show in Traverse City&#44 Mi.  July 4&#44 2011","44.7630556","-85.6205556","2011","7","4","21","5","2012","2","3"
"traverse city","MI","US","triangle","120.0","Triangular lights spotted over Traverse City then dissappeared in a matter of seconds.","44.7630556","-85.6205556","2005","7","5","23","45","2005","7","13"
"traverse city","MI","US","triangle","60.0","The Black Triangle Over Thornapple Ln.","44.7630556","-85.6205556","1993","6","14","20","0","2007","2","1"
"traverse city","MI","US","triangle","900.0","I can&#39t belive how close I was to the aircraft.","44.7630556","-85.6205556","1987","2","3","8","30","2008","3","4"
"traverse city","MI","US","unknown","600.0","september 2&#44 2006 sighting traverse city","44.7630556","-85.6205556","2006","9","2","20","0","2006","10","30"
"trenton","MI","US","changing","300.0","Changed from disk to triangle&#44 broke up&#44 never went over horizon&#44 flying away from a nuclear power plant.","42.1394444","-83.1783333","2008","7","17","19","30","2008","10","31"
"trenton","MI","US","fireball","120.0","2 orange orbs.Thought they were flying Chinese lanterns at first but definitely not.","42.1394444","-83.1783333","2011","8","31","10","30","2011","10","10"
"troy","MI","US","circle","300.0","Eight orange round shape flying objects over Troy-MI","42.6055556","-83.15","2012","8","7","22","0","2012","8","19"
"troy","MI","US","circle","120.0","Orange flame like orbs in the sky&#44 turned triangular in shape and then disappeared.","42.6055556","-83.15","2013","1","13","0","40","2013","2","18"
"troy","MI","US","disk","45.0","5 invisible crafts.","42.6055556","-83.15","2013","10","7","11","30","2013","10","23"
"troy","MI","US","disk","600.0","My wife 34&#44son 10 and his grandmother 68&#44saw a disk shaped object with lights hovering .5-1  mile up in the air near 14 mile and I-75 w","42.6055556","-83.15","1991","6","1","19","0","1998","3","7"
"troy","MI","US","fireball","480.0","Witness 8 to 9 ball shape objests (fire) hovering in the sky then moves across and disappear.","42.6055556","-83.15","2012","9","8","22","0","2012","9","24"
"troy","MI","US","light","5.0","A blueish green ball of light that took off on an upward flight in a matter of seconds and disappeared.","42.6055556","-83.15","2005","5","15","5","0","2007","11","28"
"troy","MI","US","light","300.0","Two orange lights one after the other&#44 about same speed as airplanes&#44 looked like it was on fire or Aura exactly&#44 very weird I usually","42.6055556","-83.15","2012","8","25","23","0","2012","9","24"
"troy","MI","US","light","300.0","Orange tinted orbs observed over Troy&#44 MI (along with star-like light to the east) ((NUFORC Note:  Possible &quot;Chinese&quot; lanterns?  PD))","42.6055556","-83.15","2012","2","9","21","30","2012","3","13"
"troy","MI","US","light","1200.0","Orange orbs - Troy MI","42.6055556","-83.15","2012","3","6","21","0","2012","3","13"
"troy","MI","US","light","60.0","Orange orb - Troy MI","42.6055556","-83.15","2012","3","7","21","30","2012","3","13"
"troy","MI","US","other","300.0","I saw two of them. One like a cigar and another like a saucer. I think they flew at least 100 miles per hour.  I saw them flying in the","42.6055556","-83.15","2004","4","5","6","30","2004","4","9"
"troy","MI","US","other","300.0","I don&#39t no what it was.  I was standing outside when I saw what I think was a fuzzy circle&#44 maybe a spherical object. I couldn&#39t tell&#44","42.6055556","-83.15","2004","4","5","7","0","2004","4","9"
"troy","MI","US","rectangle","4.0","Gov&#39t chased ufo ended up in Michigan;  the reversed mini-van shaped object appeared in Troy on I-75","42.6055556","-83.15","2002","7","27","3","20","2002","8","16"
"troy","MI","US","sphere","600.0","On 11/5 numerous orange-red orb lights seen travelling across the sky and disappearing in Troy&#44 Michigan.","42.6055556","-83.15","2011","11","5","21","0","2011","12","12"
"troy","MI","US","triangle","300.0","Unusual Triangular Craft","42.6055556","-83.15","2010","11","28","18","30","2011","1","5"
"troy","MI","US","triangle","1800.0","brite white clearly defined triangle","42.6055556","-83.15","2004","2","16","10","0","2004","3","2"
"troy","MI","US","triangle","180.0","Very very large triangular object outlined with lights appearing from the west&#44 stopping briefly&#44 then disappearing in the east at a ve","42.6055556","-83.15","1999","9","24","19","30","1999","10","2"
"troy","MI","US","unknown","600.0","The object at times looked like funnel shape.  It was very fuzzy and sounded almost like a hurricane was coming off the coast of florid","42.6055556","-83.15","2004","4","5","0","0","2004","4","9"
"troy","MI","US","unknown","3600.0","Two Objects Flashing Lights and Not Moving for Over an Hour","42.6055556","-83.15","2012","10","21","1","0","2012","10","30"
"twin lake","MI","US","other","7200.0","Lighted translucent objects meandering about woods &amp; pasture.","43.3627778","-86.1647222","2013","8","29","1","0","2014","2","27"
"unadilla","MI","US","formation","600.0","String of Lights over Unadilla MI","42.4286111","-84.0566667","2010","7","2","22","30","2010","7","6"
"union","MI","US","fireball","600.0","Two stars ascend on and follow two young men for seven miles","41.7861111","-85.8677778","2002","1","22","7","30","2006","7","16"
"union","MI","US","teardrop","1200.0","Multiple craft forward red-orange light&#44 slowly flying low east-southeast across Union MI&#44 disappeared as they passed over. silent.","41.7861111","-85.8677778","2012","8","11","22","1","2012","8","19"
"union city","MI","US","oval","1046.0","Orange/red meshed object Union City&#44 Michigan","42.0666667","-85.1361111","2003","11","15","17","0","2008","3","4"
"utica","MI","US","disk","10.0","I saw 4 disk shapeed objects flying in fighter plane formation","42.6261111","-83.0336111","1965","6","15","19","0","2007","4","27"
"vanderbilt","MI","US","other","900.0","Swirling inverted black-hole cloud with a brightly lit center and whisps of clouds and lightening coming from the center of the mass.","45.1427778","-84.6602778","1983","7","15","0","0","2002","8","28"
"vandercook lake","MI","US","fireball","420.0","Red/orange fireball in sky ...but 2 of them? lasting 7 minutes","42.1933333","-84.3911111","2012","7","4","22","0","2012","8","5"
"vandercook lake","MI","US","light","5.0","Stationary light appears next to jet in setting sky over Jackson Michigan.","42.1933333","-84.3911111","2006","2","20","18","25","2006","3","11"
"vassar","MI","US","circle","30.0","zigzag beeping object","43.3719444","-83.5833333","1991","12","30","0","0","2011","10","10"
"vassar","MI","US","circle","180.0","orange ball seen hovering over trees along Sohn Road in Vassar Michigan","43.3719444","-83.5833333","2009","7","31","1","0","2009","8","5"
"vassar","MI","US","fireball","60.0","large orange ball with a long orange tail&#44 plummeting toward the ground; blew apart in NE sky.  ((NUFORC Note:  Possible meteor?  PD))","43.3719444","-83.5833333","2008","9","17","23","0","2008","10","31"
"vassar","MI","US","unknown","12.0","Three unlit aircraft escorted ( or followed ) by a helicopter.","43.3719444","-83.5833333","2009","5","18","21","30","2009","6","9"
"vermontville","MI","US","light","30.0","blue light  lights up the sky","42.6288889","-85.0241667","2008","11","1","0","0","2009","1","10"
"vermontville","MI","US","oval","2.0","These are real","42.6288889","-85.0241667","1966","6","12","20","0","2005","10","20"
"vicksburg","MI","US","fireball","1.0","Streak of light heading up at a 60d angle.  It looked just like a meteor&#44 but going up&#44 not coming down.","42.12","-85.5327778","2013","8","12","19","0","2013","8","30"
"vicksburg","MI","US","fireball","10.0","Observed an orange fireball with between 4-6 trailing fireballs streaking across the sky in a SW to NE direction","42.12","-85.5327778","1999","11","16","19","8","2000","1","7"
"vicksburg","MI","US","light","1200.0","Redish Orange light view by 10 people from boat&#44 moving&#44 stopping then out of sight vertically.","42.12","-85.5327778","2009","7","4","22","15","2009","8","5"
"walker","MI","US","light","600.0","Bright light in eastern sky increased in intensity&#44 then turned red and shot off.","43.0013889","-85.7680556","1999","4","25","4","4","1999","5","24"
"walled lake","MI","US","circle","1800.0","Approximately 50 bright to dark orange&#44 orb like lights&#44 no blinking lights on them&#44 no headlights.","42.5377778","-83.4811111","2009","9","19","22","0","2009","12","12"
"walled lake","MI","US","circle","600.0","3 orange spheres rising into the air one after the other mins apart form same point in air no sounds","42.5377778","-83.4811111","2010","8","15","0","10","2010","8","24"
"walled lake","MI","US","cylinder","1800.0","The glowing object was there one second and in a flash vanished.","42.5377778","-83.4811111","1957","6","15","23","30","2005","1","19"
"walled lake","MI","US","light","420.0","Blinking light moved W to E.  Faded out&#44 came back&#44 dropped &quot;real quick&quot; when plane approached&#44 then went back up behind it.","42.5377778","-83.4811111","1996","6","28","22","0","1999","11","2"
"walled lake","MI","US","light","1800.0","Bright orange lights in formation&#44 then some after&#44 one by one","42.5377778","-83.4811111","2012","7","3","22","0","2012","7","4"
"warren","MI","US","circle","180.0","15-20 bight lights maneuvering in the night sky&#44 quiet and fast&#33","42.4775","-83.0277778","2012","8","17","23","0","2012","9","24"
"warren","MI","US","circle","900.0","circular luminous craft changes shape while being chased by two military jets.","42.4775","-83.0277778","2001","9","4","20","0","2001","10","12"
"warren","MI","US","diamond","7200.0","Stayed in proximity 5 degrees north of moon.","42.4775","-83.0277778","2013","11","23","2","42","2013","12","2"
"warren","MI","US","disk","300.0","Large UFO-13 Mile and Hayes area Warren&#44 MI.","42.4775","-83.0277778","2001","9","6","21","55","2001","10","12"
"warren","MI","US","disk","20.0","It shot up and out of sight","42.4775","-83.0277778","1976","7","21","1","0","2004","8","11"
"warren","MI","US","fireball","120.0","Large fireball&#44 4:45 a.m. &#44 8/5/06","42.4775","-83.0277778","2006","8","5","4","45","2006","10","30"
"warren","MI","US","fireball","60.0","My story begins at 12 noon I was walking down the street from the store I saw a green fireball come down from the sky it flashed like a","42.4775","-83.0277778","2013","8","10","12","0","2013","8","30"
"warren","MI","US","flash","3600.0","Intermittent flashing lights over citie of Warren&#44 Michigan","42.4775","-83.0277778","2006","8","27","23","55","2006","10","30"
"warren","MI","US","formation","20.0","Dynamic formation of five fast-moving&#44 silent objects flying over Detroit area","42.4775","-83.0277778","2007","9","28","20","23","2007","10","8"
"warren","MI","US","light","60.0","a dot for the sake of interterrestrial communication","42.4775","-83.0277778","2008","7","30","7","0","2008","8","12"
"warren","MI","US","light","600.0","2 Bright Lights in the sky&#44 weird movements.","42.4775","-83.0277778","2013","11","8","22","0","2013","11","11"
"warren","MI","US","light","30.0","NOT A SOUND&#44 TRAVELING NE BELOW AN OVERCAST SKY. I WAS STRAINING TO SEE PAST WHAT I THOUGHT WERE MARKER LIGHTS. THEY WERE BRIGHTER THAN","42.4775","-83.0277778","2010","11","21","18","15","2011","1","5"
"warren","MI","US","light","120.0","Red glowing ball of  light seen over Warren Michigan","42.4775","-83.0277778","2012","7","4","22","30","2012","8","5"
"warren","MI","US","light","120.0","floating orange cylinder of light&#44 Warren Mi","42.4775","-83.0277778","2007","7","14","0","0","2007","8","7"
"warren","MI","US","sphere","45.0","Three glowing reddish-orange spheres changing to white lights","42.4775","-83.0277778","2013","10","10","20","32","2013","10","14"
"warren","MI","US","sphere","3.0","Very fast moving bright star-like light moving from @ 25-30 degrees to the western horizon then abruptly disappearing.  Not meteor.","42.4775","-83.0277778","2013","10","13","23","0","2013","10","14"
"warren","MI","US","triangle","300.0","Red ind color&#44 no blinking red or blue lights&#44 just soild red&#44 moving slower than a plane much high altitude&#44  with blinking blue an","42.4775","-83.0277778","2014","4","25","23","0","2014","5","2"
"warren","MI","US","triangle","300.0","3 orange lights in a triangle not blinking no sound&#44moving slowly and dissapeared&#44 saw twice in one week&#44nothing like a plane?","42.4775","-83.0277778","2013","7","5","23","0","2013","8","30"
"warren","MI","US","triangle","600.0","Bright &#39stars&#39 turn into UFOs and then disappear.","42.4775","-83.0277778","2010","9","22","20","30","2010","11","21"
"warren","MI","US","triangle","600.0","4 lights close to horizon","42.4775","-83.0277778","2003","11","13","19","0","2003","11","26"
"warren","MI","US","unknown","300.0","seemed as though heaven spilled a bucket of fire flies. first as a wave traveling east to west. breaking into seperate v shaped formati","42.4775","-83.0277778","2001","3","22","20","10","2001","4","1"
"warren","MI","US","unknown","3.0","i was under my car port at the front of my house . a clear night&#448:00pm. i looked up due west i saw four very bright green lights the s","42.4775","-83.0277778","2010","10","15","20","0","2010","11","21"
"washington","MI","US","changing","300.0","Shape-shifting craft viewed over Washington&#44 Michigan","42.7244444","-83.0361111","2011","7","4","23","0","2011","7","6"
"washington","MI","US","changing","7200.0","Observed for two hours a bright white light&#44 with two chevrons of bright white light on one side move erratically in the sky.","42.7244444","-83.0361111","2003","12","1","5","50","2003","12","9"
"washington","MI","US","sphere","60.0","Orange ball traverses Southeast Michigan sky on May 18&#44 2012.","42.7244444","-83.0361111","2012","5","18","22","15","2012","5","29"
"washington","MI","US","triangle","2.0","Saw three lights in triangle shape on Van Dyke Expressway that shot straight down in a fast time.","42.7244444","-83.0361111","2011","10","17","21","20","2011","10","19"
"washington","MI","US","unknown","45.0","We witness a silent object traveling from south to north&#44 at night&#44  with no conventional  aircraft type lighting.","42.7244444","-83.0361111","2013","12","4","19","0","2013","12","5"
"waterford","MI","US","changing","5.0","A &quot;shooting star &quot;did an impossible back and forth zigzag pattern","42.7022222","-83.4027778","1965","7","6","23","0","2005","9","15"
"waterford","MI","US","chevron","10.0","Transparent&#44 silent chevron flying overhead at or above 100 MPH.","42.7022222","-83.4027778","2008","4","12","22","51","2008","4","17"
"waterford","MI","US","circle","30.0","i was on my way home from work on M-59 and i just saw this crazy circle object fly over my head.  i was sitting at a light staring up i","42.7022222","-83.4027778","2005","3","19","21","35","2005","5","11"
"waterford","MI","US","fireball","10.0","Stargazing on my deck and sighted what I thought at the time was a large green meteor (Largest I ever seen)","42.7022222","-83.4027778","1998","8","26","23","0","1998","11","1"
"waterford","MI","US","fireball","30.0","I witnessed a meteor / fireball that passed south of my location traveling from the West to the East at a fairly slow rate of speed.","42.7022222","-83.4027778","1999","11","16","19","0","1999","11","23"
"waterford","MI","US","light","120.0","1989 bright light high in the sky still then vanishes&#44 felt like I had lost track of time.","42.7022222","-83.4027778","1989","7","6","2","30","2008","2","14"
"waterford","MI","US","sphere","1500.0","I looked and saw a sphere shaped object with many differntly colored rapidly flashing lights.","42.7022222","-83.4027778","2000","7","25","23","37","2003","3","21"
"waterford","MI","US","sphere","1200.0","Unidentifiable light(lights) moving uncharacteristically.......","42.7022222","-83.4027778","2005","10","4","20","0","2006","2","14"
"waterford","MI","US","triangle","120.0","2 triangular crafts&#44 appearing about 20 minutes about&#44 fast moving&#44 with one green light and two alternately strobing white lights","42.7022222","-83.4027778","2005","8","15","23","0","2005","10","11"
"waterford","MI","US","triangle","3.0","Iwas sitting in the front bedroom of my house in south waterford township mi next to pontiac&#44 I looked out and then glanced into the ro","42.7022222","-83.4027778","2003","2","9","19","30","2003","3","21"
"waterford","MI","US","triangle","180.0","Waterford MI sighting of triangle shaped craft","42.7022222","-83.4027778","2006","10","18","23","0","2006","10","30"
"waterford","MI","US","unknown","8.0","I will first state that I am a Christian man&#44 and I attempt to live by the word of God through his words in the bible. I have another s","42.7022222","-83.4027778","2007","10","15","10","30","2009","3","19"
"waterford","MI","US","unknown","90.0","The second instance of seeing a being while coming out of a sleep for me. I awakened for an unknown reason while sleeping in my bed on","42.7022222","-83.4027778","2008","12","15","7","30","2009","3","19"
"watersmeet","MI","US","cigar","120.0","Daylight Cigar Shaped Craft","46.2677778","-89.1777778","2003","10","18","15","45","2003","10","31"
"watersmeet","MI","US","light","5.0","Bright light zig-zagging through sky.","46.2677778","-89.1777778","2002","8","6","22","0","2002","8","16"
"watersmeet","MI","US","light","7200.0","Mystery Light in Northern Michigan","46.2677778","-89.1777778","2003","11","15","18","0","2003","12","19"
"watervliet","MI","US","disk","300.0","3 Saucers seen hovering in daylight; seen clearly enough to see the lights revolving around the middle","42.1866667","-86.2605556","1960","6","1","18","0","2000","1","22"
