"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"fairmont","WV","US","diamond","600.0","I Just woke up and looked out my window and saw two dimond saped bright green and had four  wings.","39.485","-80.1427778","2001","8","19","1","30","2001","8","20"
"fairmont","WV","US","fireball","300.0","6/11/2011 West Virginia fireballs in the evening sky.","39.485","-80.1427778","2011","6","11","21","0","2011","6","20"
"fairmont","WV","US","light","7200.0","Spinning UFO&#39s over West Virginia","39.485","-80.1427778","2012","6","15","3","0","2012","6","20"
"fairmont","WV","US","light","300.0","Three smooth gliding amber lights;no blinkers&#44two kept same distance apart moving WSW to ESE as moon stayed still while one followed.","39.485","-80.1427778","2014","2","18","1","40","2014","2","21"
"fairmont","WV","US","sphere","120.0","Illuminated spear viewed over Fairmont WV on 11-03-12 at 8:28 PM.","39.485","-80.1427778","2012","11","3","20","28","2012","11","4"
"fairmont","WV","US","unknown","360.0","Bright white object moving west to east.  ((NUFORC Note:  Probable sighting of the ISS??  PD))","39.485","-80.1427778","2013","6","19","23","0","2013","7","3"
"falling waters","WV","US","light","1398.0","Starlike object which dissapeared very strangely.","39.5591667","-77.8911111","2008","2","19","23","0","2008","3","4"
"farmington","WV","US","light","10.0","Small light seen zig-zagging over West Virginia camp","39.5127778","-80.2491667","2002","7","10","22","13","2002","7","26"
"fayetteville","WV","US","changing","2100.0","Upon letting my dogs out&#44 I observed a bright flashingight i&#39n the NE sky. This light moved rapidly and randomly. It appeared to have r","38.0527778","-81.1041667","2013","9","25","22","25","2013","9","30"
"fayetteville","WV","US","chevron","2.0","Band of lights traveled north to south&#44 silent&#44. Clear night.","38.0527778","-81.1041667","2013","3","9","20","30","2013","5","15"
"fayetteville","WV","US","diamond","1200.0","Orange sphere following family of four","38.0527778","-81.1041667","2011","7","6","21","0","2012","5","13"
"fayetteville","WV","US","fireball","10800.0","Baseball on fire.","38.0527778","-81.1041667","2014","4","13","2","0","2014","4","18"
"fayetteville","WV","US","sphere","420.0","something followed my family and left a piece behind","38.0527778","-81.1041667","2010","1","12","0","0","2010","2","14"
"flatwoods","WV","US","circle","60.0","I saw the craft go across the horizon.  It appeared to be on fire&#44 I first thought it was a plane going down.  It landed near a farm.","38.7230556","-80.65","1954","10","1","19","0","2013","4","12"
"follansbee","WV","US","other","20.0","On 3/6/05 at approx.20:30 EST I wittnessed an very bright round banded object in the sky which began to fade away from me &amp; diminish.","40.3275","-80.5961111","2005","3","6","20","30","2005","5","11"
"follansbee","WV","US","other","10.0","The craft appeared and looked like a pearl material and had a metal circle on the bottom.","40.3275","-80.5961111","2001","6","11","0","0","2012","5","13"
"follansbee","WV","US","triangle","300.0","Black triangle shape with 2 bright white lights and 4 deep red lights. Back curved inward. no markings no sound. hovered above treeline","40.3275","-80.5961111","2007","7","20","4","0","2007","8","7"
"four states","WV","US","sphere","600.0","MYSTERIOUS RED LIGHTS  IN NORTHERN WEST VIRGINIA","39.4797222","-80.31","1959","10","16","22","30","2008","3","31"
"gay","WV","US","light","120.0","White light going accross the sky horizontally at a rapid speed&#44 then turned red and disapeared","38.7705556","-81.5533333","2008","6","6","22","27","2008","6","12"
"genoa","WV","US","cigar","300.0","Me and my brother saw a cigar shaped object move quietly and very slowly above us for about 5 minutes.","38.1219444","-82.46","1971","7","15","12","0","2006","12","7"
"gerrardstown","WV","US","disk","12.0","The disk had four lights&#44one long on each third and a fourth in the center flashing emitting beams of light as it moved","39.3702778","-78.0958333","2000","9","27","1","24","2000","12","9"
"gerrardstown","WV","US","triangle","120.0","In the paper &quot;The Journal&quot; It stated that this month would be the month to see space satalites that would be visible in the night sky b","39.3702778","-78.0958333","2004","5","13","9","50","2004","6","4"
"ghent","WV","US","egg","600.0","It was scary&#33","37.6169444","-81.115","1987","3","8","12","27","2001","4","1"
"glenville","WV","US","sphere","240.0","Orage orb over Glenville WV","38.9341667","-80.8377778","2008","4","10","1","30","2008","6","12"
"great cacapon","WV","US","light","600.0","Bright disappearing lights in sky near Great Cacapon&#44 WV 7/14/01","39.62","-78.2927778","2001","7","14","21","0","2001","8","5"
"great cacapon","WV","US","triangle","300.0","Me and my ex-fiance were fooling around in the woods&#44 it was deer season so i had my rifle equiped with a high power tasco scope&#44 we we","39.62","-78.2927778","1998","11","1","17","0","2002","7","26"
"griffithsville","WV","US","cylinder","45.0","I am a &quot;Line Servicer&quot; for a large power conpany with 30 yrs. of service. While investigating an outage&#44 ( unrelated to UFO activity)&#44","38.2386111","-81.9894444","2006","12","8","22","30","2007","2","1"
"harpers ferry","WV","US","unknown","4.0","Object viewed with telescope moving a high rate of speed outside our solar system.","39.3252778","-77.7391667","2014","2","22","22","10","2014","2","27"
"harrisville","WV","US","light","120.0","Lime green bar of light in evening sky.","39.2094444","-81.0519444","2008","4","8","20","30","2012","10","30"
"hedgesville","WV","US","disk","600.0","disk shape object with beam","39.5533333","-77.9952778","1996","6","30","22","30","2010","4","13"
"hedgesville","WV","US","light","14400.0","Bright star-like craft flying over the valley just about every night and posted web info on it just seems to disappear.","39.5533333","-77.9952778","2010","7","10","21","0","2010","7","19"
"hedgesville","WV","US","light","1800.0","a star like light moving irratically and changing colors (red&#44green/blue&#44 white)","39.5533333","-77.9952778","2005","9","6","22","15","2005","10","11"
"hedgesville","WV","US","light","600.0","10-15 lights over hedgesville&#44 WV","39.5533333","-77.9952778","2005","3","20","8","30","2006","3","11"
"hedgesville","WV","US","other","15.0","05/05/2012 Orange object spotted in Hedgesville&#44 WV that appeared and vanished within 15 seconds at around 11 pm.","39.5533333","-77.9952778","2012","5","5","23","0","2012","5","13"
"hillsboro","WV","US","circle","14400.0","Largo red object sitting over a ridge. If indeed it was hovering over this ridge it was very large. Well over 100 feet. It attracted my","38.1352778","-80.2133333","1973","6","15","14","0","2003","7","16"
"hillsboro","WV","US","light","4140.0","Brilliant light hovers over mountain.  ((NUFORC Note:  Probably a star or planet&#44 we suspect.  PD))","38.1352778","-80.2133333","2008","8","15","1","30","2008","10","31"
"hinton","WV","US","light","300.0","Two lights at extremely high altitude and speed&#44 travelling parallel to each other&#44 in an Westerly direction.  They first appeared to b","37.6738889","-80.8894444","1998","12","15","22","30","2000","6","6"
"hinton","WV","US","light","900.0","Single light travelling at high rate of speed&#44 radically changed course numerous times.  Stayed in same area for entire time&#44 orbiting","37.6738889","-80.8894444","1998","10","15","22","0","2000","6","6"
"hinton","WV","US","other","1500.0","Stationary&#44 bright &#44flashing object seen in the southeastern sky.","37.6738889","-80.8894444","2009","3","2","19","0","2009","3","19"
"hooverson heights","WV","US","other","60.0","zig zaging point of light witnessed by dozens in northern West Virginia","40.3247222","-80.5777778","1989","6","7","22","0","2003","11","26"
"hundred","WV","US","oval","30.0","Object traveled across hills at moderate speed illuminating tree tops as it passed.","39.6836111","-80.4591667","1966","9","8","20","30","2008","10","31"
"huntersville","WV","US","formation","300.0","Moving Formation of Orange lights in the sky","38.1886111","-80.0163889","2011","9","17","20","30","2012","5","13"
"huntington","WV","US","changing","180.0","It started out as five lights&#44 then went to one bright light&#44 then the light turned into a ring&#44 and then back into a ball.","38.4191667","-82.4452778","2002","11","30","2","30","2002","12","23"
"huntington","WV","US","cigar","300.0","cigar shape objects came from the South heading toward the Ohio River to the North","38.4191667","-82.4452778","2008","6","30","17","0","2009","5","12"
"huntington","WV","US","circle","60.0","circular object that was amber in color suddenly appeared in the sky","38.4191667","-82.4452778","2001","3","8","23","30","2001","3","16"
"huntington","WV","US","circle","60.0","Two circular objects noted in So. WV in 1966&#44 made 90 degree turns without changing speed.","38.4191667","-82.4452778","1966","9","30","21","0","2003","3","21"
"huntington","WV","US","circle","60.0","Circular black object with single bright white light&#44 hovering&#44 turning&#44 then moving at incredible speed.","38.4191667","-82.4452778","2010","9","4","19","0","2010","11","21"
"huntington","WV","US","cone","180.0","Security guard and I watched an &quot;ice cream cone&quot; like object.","38.4191667","-82.4452778","2007","2","23","20","40","2007","2","24"
"huntington","WV","US","cross","600.0","Red and white &quot;T&quot; shaped objects with small white lights falling from the white ones and all disappearing at the same point i","38.4191667","-82.4452778","2013","11","3","20","0","2013","11","11"
"huntington","WV","US","cylinder","600.0","cylinder shaped object with no lights or sound with plane following behind it","38.4191667","-82.4452778","2008","10","1","5","0","2009","1","10"
"huntington","WV","US","cylinder","60.0","cylinder shaped craft enters cloud bank and never reappears","38.4191667","-82.4452778","2004","7","12","17","40","2004","7","25"
"huntington","WV","US","disk","120.0","I and my girlfriend watched a silvery luminous football shaped object.","38.4191667","-82.4452778","2008","2","28","16","0","2008","3","31"
"huntington","WV","US","fireball","1.0","I looked up and saw a round object streak through the sky.","38.4191667","-82.4452778","2009","6","9","23","0","2009","8","5"
"huntington","WV","US","fireball","180.0","Was driving home from store and looked up and saw an orange fire ball in the sky at first i thought it was a meteor but then it hover a","38.4191667","-82.4452778","2014","1","18","20","30","2014","1","24"
"huntington","WV","US","fireball","1236.0","Outside smoking a cigarette seen it goes straight up went over to the last for about 10 miles until we couldn&#39t see it anymore then sta","38.4191667","-82.4452778","2014","2","1","20","33","2014","2","7"
"huntington","WV","US","light","600.0","craft far off in distance with different colored lights.","38.4191667","-82.4452778","2006","8","22","0","1","2006","10","30"
"huntington","WV","US","light","15.0","Watched a bright luminous light approach low over city From the S/W. Made no sound as it moved at a slow steady rate speed. As it came","38.4191667","-82.4452778","1999","12","29","19","20","2000","1","7"
"huntington","WV","US","light","90.0","Numerous star-like objects observed in Huntington&#44 WV","38.4191667","-82.4452778","2013","8","2","21","30","2013","8","30"
"huntington","WV","US","other","10.0","Weird&#44 maybe a meteor passing through atmosphere. But on and off blue then red&#44 orange and back to blue strobing light. Illuminating th","38.4191667","-82.4452778","2014","2","4","21","58","2014","2","7"
"huntington","WV","US","oval","60.0","It was a scary oval shaped craft.","38.4191667","-82.4452778","2012","2","3","20","22","2012","2","10"
"huntington","WV","US","rectangle","60.0","A bright star suddenly appeared in the western sky. It then fell toward the earth in a streak of white light. Near the horizon&#44 it sudd","38.4191667","-82.4452778","1999","9","1","23","30","1999","9","12"
"huntington","WV","US","teardrop","900.0","A blaze orange upside down tear drop shaped object over southern Ohio.","38.4191667","-82.4452778","2007","2","22","20","32","2007","2","24"
"huntington","WV","US","triangle","45.0","Triangular object with red lights&#44 moved from hover to bullet speed in an instant. 2 observations&#44 2 different towns","38.4191667","-82.4452778","1966","9","15","23","0","2003","3","21"
"huntington","WV","US","triangle","120.0","30 foot triangle shaped&#44 constant humming&#44 static electric which made face and arms tingle&#44 disapeared toward the west.","38.4191667","-82.4452778","2001","4","22","20","50","2001","4","28"
"huntington","WV","US","unknown","60.0","A distortion","38.4191667","-82.4452778","2001","11","1","21","0","2001","11","20"
"huntington","WV","US","unknown","360.0","Kanawha River West Virgina 1994","38.4191667","-82.4452778","1994","12","25","4","30","2005","12","16"
"huntington","WV","US","unknown","15.0","At ~6:45 a.m. on 12-26-99&#44 I watches a football shaped light approached from the S/West and travel N/East&#44it remained as constant starl","38.4191667","-82.4452778","1999","12","26","6","45","2000","1","7"
"huntington","WV","US","unknown","60.0","A distortion in the sky that moved and stopped&#44 then moved again.","38.4191667","-82.4452778","2001","11","1","21","0","2001","11","20"
"hurricane","WV","US","circle","2.0","I was riding in the car and looked out the window. I then saw a circle about as big as a full moon flash across the sky and the disappe","38.4325","-82.0202778","1997","11","10","21","45","1999","2","16"
"hurricane","WV","US","triangle","360.0","Large triangle red lights seen by many","38.4325","-82.0202778","2012","9","5","21","0","2012","9","24"
"hurricane","WV","US","triangle","300.0","UFO Sighting - Black Triangle. Close Up View Of Object. West Virginia 2002","38.4325","-82.0202778","2002","12","8","20","30","2005","9","2"
"hurricane","WV","US","unknown","300.0","Slow moving&#44 green lights&#44 huge object.  Sunnybrook Rd. area&#44 but could be seen for miles.","38.4325","-82.0202778","1999","3","15","20","0","2003","5","9"
"inwood","WV","US","triangle","10.0","Orange triangle with flames from tail shooting through sky above tree line","39.3577778","-78.0402778","2012","8","8","23","30","2012","8","19"
"jakes run","WV","US","light","600.0","Not a plane. Not a star. The most amazing thing I ever saw.","39.6580556","-80.1713889","2012","7","11","1","0","2012","8","5"
"kearneysville","WV","US","disk","300.0","Silver colored saucer with dark trim around the bottom and top/middle.","39.3880556","-77.8858333","2012","7","9","13","0","2012","8","5"
"kearneysville","WV","US","fireball","300.0","5 or more orange lights.","39.3880556","-77.8858333","2013","11","30","22","30","2013","12","2"
"kearneysville","WV","US","light","90.0","4-5 bright lights were seen approximately equally spaced from each other moving from the west to the east.  They appeared to be moving","39.3880556","-77.8858333","1999","11","16","19","5","1999","12","16"
"kenna","WV","US","circle","300.0","Round object with lights hovered for a wile and then accelerated increadably fast&#44 not of this world.","38.6763889","-81.6602778","1979","9","1","20","0","2007","2","1"
"kenna","WV","US","egg","3.0","First let me say this is going to sound crazy.  I was watching National Lampoons vacation.  When they were doing the Walley world scene","38.6763889","-81.6602778","2003","6","12","16","53","2003","7","16"
"kenova","WV","US","circle","60.0","I saw a large&#44 bright circular light&#44 followed by a lot of &quot;sparks&quot;.","38.3988889","-82.5783333","2009","9","16","22","0","2009","12","12"
"keyser","WV","US","flash","120.0","red and white lights tjat telaported across the sky moving with strange angels.","39.4408333","-78.9741667","2013","12","27","0","0","2014","1","10"
"keyser","WV","US","light","7.0","I was in the back yard running my dogs and talking to my father on the phone when I sighted a light moving east to west approx. 5000 ft","39.4408333","-78.9741667","2010","11","13","17","30","2010","11","21"
"lakin","WV","US","light","300.0","bright light hovering in the sky over lakin west virgina","38.9586111","-82.0872222","2005","2","16","20","0","2005","2","22"
"lashmeet","WV","US","triangle","300.0","I saw a gray hazy metallic triangle shaped object with 3 blue lights and an appearance of being transparent in form.","37.4208333","-81.1994444","1997","6","1","12","0","2008","10","31"
"lavalette","WV","US","circle","180.0","Satellite looking object made erratic movement in daylight in clear skys near Huntington WV.","38.3227778","-82.4469444","2009","10","25","16","0","2009","12","12"
"lavalette","WV","US","circle","10.0","Bright&#44 moving circular object dims&#44 brightens slightly then disapears in a clear sky.","38.3227778","-82.4469444","2009","4","17","21","20","2009","5","12"
"lenore","WV","US","changing","120.0","I saw  what looked like an aircraft at first.  It was flying east to west&#44 slowly.  As it came over me&#44 I realized one of the lights wa","37.7988889","-82.2869444","2011","12","24","23","0","2012","1","12"
"leon","WV","US","other","10800.0","it was a revolving light. It would change from red to green to white","38.7505556","-81.9608333","1999","2","9","13","30","1999","4","2"
"lesage","WV","US","light","5.0","Fast-moving bright white light that suddenly disappears.","38.5063889","-82.2986111","2005","9","17","21","15","2005","10","11"
"lesage","WV","US","other","300.0","amber orb shaped object moving fast than slow&#44 fast than slow silently with 2 other diff crafts almost following it","38.5063889","-82.2986111","2004","7","29","23","45","2004","8","11"
"letart","WV","US","light","2400.0","Bright light appeared and lost time now having weird dreams","38.8947222","-81.9336111","2008","3","15","23","15","2012","8","5"
"lewisburg","WV","US","triangle","1200.0","((NUFORC Note:  Witness provides no information.  PD))","37.8016667","-80.4458333","2014","1","6","19","0","2014","1","10"
"lewisburg","WV","US","triangle","900.0","I observed a triangular object hovering without sound for approximately 15 minutes during the night.","37.8016667","-80.4458333","1971","5","1","2","0","2000","6","6"
"lewisburg","WV","US","triangle","900.0","5 yellow-orange objects triangular in shape moving independant of each other in Lewiburg&#44 WV for over 15 minutes.","37.8016667","-80.4458333","2012","7","6","22","30","2012","8","5"
"logan","WV","US","cylinder","3000.0","flying silver cylinder object","37.8486111","-81.9936111","2003","9","26","18","45","2004","12","14"
"logan","WV","US","triangle","120.0","Long half a mile at least&#44 white lights along the side.","37.8486111","-81.9936111","2013","9","3","1","0","2013","10","23"
"lost creek","WV","US","light","900.0","Two lights moving slowly at tree top level around our house with no sound.","39.1611111","-80.3522222","1982","9","15","21","0","2008","1","21"
"lost creek","WV","US","triangle","45.0","Small triangle with 3 lights floating low over a field then slowly flying away.","39.1611111","-80.3522222","2013","10","10","21","17","2013","10","14"
"mannington","WV","US","oval","60.0","Tuesday april 3rd at 8:50 p.m. in Mannington wv I was pulling in my drive way and my two kids say &quot;hey dad what is that in the sky abov","39.5308333","-80.3436111","2012","4","3","20","50","2012","4","18"
"martinsburg","WV","US","cigar","420.0","i dont think i can explain what it truely was&#44 but im sure the govt. will deny this one too.","39.4561111","-77.9641667","2007","8","7","23","45","2007","8","7"
"martinsburg","WV","US","circle","600.0","It was the wildest thing I&#39ve ever seen and it was for sure a UFO.","39.4561111","-77.9641667","2011","10","23","22","50","2011","10","25"
"martinsburg","WV","US","circle","120.0","I saw a red ball in the sky not that high off the ground and it dissapeared","39.4561111","-77.9641667","2008","3","16","21","30","2008","3","31"
"martinsburg","WV","US","diamond","60.0","This was no ultralight or helicopter&#33 It was something totally different . it defied the laws of  nature&#33","39.4561111","-77.9641667","2009","4","23","21","35","2009","5","12"
"martinsburg","WV","US","disk","600.0","floating disc&#44 numerous quick course changes&#44  shortly afterwards aircraft seeming to &quot;grid&quot; search area.","39.4561111","-77.9641667","1973","7","20","19","0","2006","3","11"
"martinsburg","WV","US","light","600.0","Since I am not allowed to smoke in the house&#44 I have to go outside on the deck. The first night it had happened&#44 I was sitting in the c","39.4561111","-77.9641667","2012","4","1","23","30","2012","6","14"
"martinsburg","WV","US","light","10800.0","Circular light rotating ccw in the sky above the clouds from 9:00 until 12:00.  ((NUFORC Note:  Possible advertising light?  PD))","39.4561111","-77.9641667","2010","8","21","21","0","2010","8","24"
"martinsburg","WV","US","light","2.0","Very green light appeared and fell straight down.","39.4561111","-77.9641667","2013","10","2","20","5","2013","10","3"
"martinsburg","WV","US","light","7200.0","Five objects that moved too slowly to be any aircraft that made zero sound with red&#44 green&#44 blue and white lights that went in pattern","39.4561111","-77.9641667","2004","10","3","20","30","2004","10","27"
"martinsburg","WV","US","other","30.0","two-tiered configeration (like a chandelier) of bright lights perhaps one tenth the size of full moon hovering","39.4561111","-77.9641667","2004","3","13","18","30","2004","3","17"
"martinsburg","WV","US","oval","120.0","Grey elongated egg like shape.","39.4561111","-77.9641667","2013","11","16","0","0","2013","11","20"
"martinsburg","WV","US","oval","900.0","bottom of a huge aircraft hovering directly over the yard.","39.4561111","-77.9641667","1986","11","1","23","45","2006","10","30"
"martinsburg","WV","US","sphere","45.0","stationary object opened from the bottom a spotlight type beam that slowly brightened /expanded then faded away slowly then up in sky","39.4561111","-77.9641667","2009","9","18","20","0","2009","12","12"
"martinsburg","WV","US","triangle","300.0","Triagular object hovering overhead","39.4561111","-77.9641667","2008","12","14","20","30","2009","1","10"
"martinsburg","WV","US","triangle","45.0","Seen an object very high in the sky&#44 moving at a high rate of speed to the south and jumping side to side while continuing to move forw","39.4561111","-77.9641667","1989","8","10","3","0","1999","1","28"
"martinsburg","WV","US","triangle","120.0","A triangular metalic UFO exhibiting no vapor trail was spotted in the vicinity of two commercial aircraft.","39.4561111","-77.9641667","2000","9","16","7","12","2000","12","2"
"martinsburg","WV","US","unknown","6.0","huge blue light 50-80 feet wide in sky that lasted 3-6 seconds.","39.4561111","-77.9641667","2010","10","9","4","0","2010","11","21"
"martinsburg","WV","US","unknown","7200.0","Martinsburg WV&#44 10-12 lights&#44 2 witnesses&#44 we see them quite frequently. Lights go from very dim to extremely bright","39.4561111","-77.9641667","2007","6","22","23","0","2007","8","7"
"mason","WV","US","triangle","10.0","Lights fall from sky is a large black tri-angle shaped craft that is silent following large river","39.0216667","-82.0291667","2009","3","19","23","43","2009","4","14"
"masontown","WV","US","formation","60.0","bright yellow boomerang shaped formation&#44 there one minute and gone the next","39.5522222","-79.7980556","2009","7","10","0","30","2009","8","27"
"metz","WV","US","cigar","120.0","Cigar shaped no wings or tail.  no sound or contrail. Disappeared.","39.5802778","-80.37","2010","7","27","19","30","2010","7","28"
"middlebourne","WV","US","formation","420.0","3-4 very large dirt brown animal-like objects floating along side clouds","39.4922222","-80.9038889","2008","9","15","17","30","2010","6","23"
"middlebourne","WV","US","light","180.0","Two strange lights in the sky over WV.   ((NUFORC Note:  Overflight of ISS.  PD))","39.4922222","-80.9038889","2009","7","24","22","15","2009","8","5"
"milton","WV","US","cylinder","900.0","Inverted Cylinder flying the night sky near Milton WA","38.4344444","-82.1325","2002","2","11","23","50","2002","2","22"
"milton","WV","US","light","30.0","One light into two","38.4344444","-82.1325","1966","7","1","20","30","2001","8","5"
"milton","WV","US","light","960.0","24 strange lights in sky for 16 minutes.","38.4344444","-82.1325","2013","9","2","0","55","2013","9","9"
"milton","WV","US","light","600.0","A huge&#44  bright &#44 glowing light was seen in the sky above the hills of our property&#44 making no sound whatsoever....","38.4344444","-82.1325","2000","1","15","22","0","2002","3","19"
"milton","WV","US","light","60.0","bright orange lights came from south moving north in groups 1after another.","38.4344444","-82.1325","2014","4","12","20","0","2014","4","18"
"milton","WV","US","light","60.0","Two lights collided and made one. They shot off like in star trek.","38.4344444","-82.1325","2000","12","6","20","0","2001","11","20"
"milton","WV","US","light","60.0","Bright light (no meteor) crossed the sky from horizon to horizon in less than one minute.","38.4344444","-82.1325","2006","11","1","22","0","2007","3","8"
"milton","WV","US","oval","900.0","24 ORANGE LIGHTS OF MILTION&#44 WV.","38.4344444","-82.1325","2013","9","1","0","55","2013","9","9"
"montcalm","WV","US","circle","180.0","Aircraft following a possible UFO?","37.3538889","-81.2527778","2008","3","27","20","0","2008","3","31"
"morgantown","WV","US","changing","1200.0","This happened quite awhile back and I never reported it&#44 but with all the attention recently&#44 I tell people I think I saw one&#44 and they","39.6294444","-79.9561111","1978","7","4","23","0","2011","5","2"
"morgantown","WV","US","chevron","2700.0","orange orb seen rising into large chevron shaped object&#44 plus other crafts visible","39.6294444","-79.9561111","2005","9","28","1","0","2005","10","11"
"morgantown","WV","US","cigar","300.0","Cigar shape rolling through sky","39.6294444","-79.9561111","2010","8","16","19","45","2010","8","24"
"morgantown","WV","US","circle","180.0","Orange light over cheat lake","39.6294444","-79.9561111","2012","7","4","21","30","2012","8","5"
"morgantown","WV","US","circle","900.0","lookes like a star at first&#44 then it was moving...as it was moving it diment","39.6294444","-79.9561111","2005","4","2","17","0","2005","4","16"
"morgantown","WV","US","circle","10.0","Bright spherical fireball descending from the sky.","39.6294444","-79.9561111","2012","11","16","7","16","2012","11","19"
"morgantown","WV","US","circle","10.0","Solid round silver ball passing over at about 3000MSL.","39.6294444","-79.9561111","2004","10","10","14","0","2005","5","24"
"morgantown","WV","US","disk","30.0","Saucer-like object seen passing by downtown Morgantown","39.6294444","-79.9561111","2009","3","23","9","50","2009","4","14"
"morgantown","WV","US","disk","120.0","On the evening of March 25&#44 2001&#44 I was out riding my horse over the foothills of the Appalachain mountians. It was getting dark&#44 so I","39.6294444","-79.9561111","2001","3","25","21","3","2001","4","28"
"morgantown","WV","US","fireball","3.0","I saw a fireball of green light that was completely silent.","39.6294444","-79.9561111","2012","9","20","0","57","2012","9","24"
"morgantown","WV","US","fireball","20.0","Red/orange/blue bolt across the sky..","39.6294444","-79.9561111","2006","4","25","12","0","2008","10","31"
"morgantown","WV","US","light","600.0","Large spherical bright lights moving in tandem perfectly horizontally across the sky&#447 totatover 1o minutes&#44hovering stationarry and fa","39.6294444","-79.9561111","2012","7","17","22","30","2012","8","5"
"morgantown","WV","US","other","900.0","Observed 12-18 flickering&#44 yellowish-burning objects following a path NW to SE above Morgantown&#44 WV.","39.6294444","-79.9561111","2014","4","25","21","30","2014","5","2"
"morgantown","WV","US","other","120.0","strange lights above touchdown city&#44 wv  ((NUFORC Note:  Result of earlier missile launch.  PD))","39.6294444","-79.9561111","2004","8","31","20","30","2004","9","1"
"morgantown","WV","US","other","3600.0","Orange lines and dots on the horizon of the sunset; differed in size and shape; moving very slowly&#44 while disappearing and reappearing.","39.6294444","-79.9561111","2012","9","19","19","0","2012","9","24"
"morgantown","WV","US","sphere","300.0","redish-orange glowing sphere","39.6294444","-79.9561111","2007","3","29","9","30","2007","4","27"
"morgantown","WV","US","sphere","4.0","Orange sphere descends over Morgantown airport.","39.6294444","-79.9561111","2012","12","14","23","17","2012","12","20"
"morgantown","WV","US","triangle","90.0","triangle shape with a light on each tip of the triangle. a red light on the top tip of the triangle.","39.6294444","-79.9561111","2009","11","8","23","35","2009","12","12"
"morgantown","WV","US","triangle","5.0","Triangle shaped BLUE UFO Morgantown West Va","39.6294444","-79.9561111","2012","11","15","21","0","2013","9","30"
"morgantown","WV","US","triangle","1200.0","I saw a triangle shape in the sky that seemed to hover in one place then it started spinning it was black the lights were yellowish. Th","39.6294444","-79.9561111","1999","3","4","21","35","1999","4","2"
"morgantown","WV","US","triangle","20.0","Y-shaped or triangular object in the sky overhead&#44 traveling westward.","39.6294444","-79.9561111","2011","8","29","22","50","2011","10","10"
"morgantown","WV","US","triangle","900.0","I was working as a DJ at WCLG in Morgantown WV.  I am sorry I dont know the date and am sorry that I am now reporting a 9 year old sigh","39.6294444","-79.9561111","1989","10","15","10","30","1999","1","28"
"morgantown","WV","US","unknown","5.0","beam enters my room","39.6294444","-79.9561111","2004","11","1","21","0","2004","11","9"
"morgantown","WV","US","unknown","3600.0","I commented on a strange light in the sky that didn&#39t move.  ((NUFORC Note:  Probably Sirius.  PD))","39.6294444","-79.9561111","2005","4","13","22","0","2005","4","16"
"moundsville","WV","US","circle","300.0","22:15pm Moundsville&#44WV Circle of light 5minutes duration Brite light over Moundsville 7 / 11 / 2009","39.9202778","-80.7433333","2009","7","11","22","0","2009","8","5"
"moundsville","WV","US","disk","120.0","UFO sighting Moundsville WV","39.9202778","-80.7433333","2007","10","28","20","0","2007","11","28"
"moundsville","WV","US","light","20.0","Bright&#44 slow-moving&#44 star-like light","39.9202778","-80.7433333","1998","2","8","19","20","1999","1","28"
"moundsville","WV","US","light","120.0","I was scanning the night sky with 7x50 binoculars when I noticed a light much higher than commercial aircraft usually fly.","39.9202778","-80.7433333","1998","6","21","22","10","1998","11","21"
"moundsville","WV","US","other","300.0","Bright then fade","39.9202778","-80.7433333","2005","9","21","22","39","2005","10","11"
"moundsville","WV","US","oval","180.0","an oval twinkling light that turned orange and shot across the sky three times in a blue strek forming a triangular flight pattern&#44stop","39.9202778","-80.7433333","2013","7","3","22","5","2013","7","5"
"moundsville","WV","US","triangle","600.0","Three lights in the sky tat formed a perfect triangle","39.9202778","-80.7433333","2012","8","7","22","25","2012","8","19"
"mount hope","WV","US","unknown","1800.0","Object only visible as a streak of light at very high altitude traveled from horizon to horizon in a few seconds for a total of 6 times","37.8952778","-81.1644444","1961","7","15","23","0","2003","7","16"
"mt. lookout","WV","US","cigar","20.0","cigar shaped object disappeared in the sky","38.1666667","-80.9119444","2006","1","7","17","30","2006","2","14"
"mt. lookout","WV","US","cylinder","20.0","Silver cylinder obect flying close to public beach.","38.1666667","-80.9119444","2012","6","13","18","0","2012","7","4"
"mt. olive","WV","US","unknown","60.0","Flying object over Mt.Olive West Virginia","38.2377778","-81.2336111","2001","10","15","23","59","2007","11","28"
"new cumberland","WV","US","light","60.0","High Altitude Bright Light during mid-day","40.4966667","-80.6069444","2009","5","18","14","23","2009","6","9"
"new cumberland","WV","US","triangle","600.0","Three red lights forming a triangle in the sky","40.4966667","-80.6069444","2012","9","3","21","45","2012","9","24"
"new haven","WV","US","disk","6.0","Disk shaped object sited over Mason County W.V. traveling at high rate of speed.","38.9863889","-81.9736111","2000","10","12","17","40","2000","12","2"
"new haven","WV","US","sphere","30.0","The object  slowly climbed up just above the horizon&#44 disappeared&#44 reappeared some distance away&#44 and disappeared again.","38.9863889","-81.9736111","1999","6","15","22","0","2004","6","18"
