"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"san francisco","CA","US","triangle","20.0","Two large Triangle shaped objects that flew over San Francisco Bay Area near Mt. Davidson","37.775","-122.4183333","2005","12","3","18","45","2005","12","16"
"san francisco","CA","US","triangle","15.0","flying-wing shape outlined by 12-14 lights. Apparent high altitude over- head east to west mvmnt.  Appx. 9-12 moon widths","37.775","-122.4183333","1997","9","28","23","15","1999","7","5"
"san francisco","CA","US","triangle","10.0","Black&#44 Silent&#44 Low Flying aircraft heading east over San Francisco.","37.775","-122.4183333","2003","5","9","13","30","2003","5","13"
"san francisco","CA","US","triangle","600.0","black triangles were seen flying across the surface of the full moon","37.775","-122.4183333","2006","10","10","5","0","2006","10","30"
"san francisco","CA","US","triangle","60.0","Dim Orange","37.775","-122.4183333","2008","11","14","23","41","2009","3","19"
"san francisco","CA","US","triangle","60.0","Triangle craft over ocean beach in san francisco","37.775","-122.4183333","2002","11","27","12","30","2004","5","10"
"san francisco","CA","US","unknown","75.0","A light in the sky flying in a zigzag formation that disappeared after a minute or so.","37.775","-122.4183333","2012","1","2","18","20","2012","1","12"
"san francisco","CA","US","unknown","240.0","Flame-like orange light&#44 moved in a straight line&#44 curved slightly&#44 came to a complete stop&#44 and then after a ew seconds&#44 disappeared.","37.775","-122.4183333","2011","12","20","19","15","2012","1","12"
"san francisco","CA","US","unknown","180.0","Air show to the northwest&#44 small metallic objects forming circle formations to the southeast 4th appeared out of nowhere.","37.775","-122.4183333","2002","10","12","14","40","2002","10","15"
"san francisco","CA","US","unknown","30.0","Small white dot flying through sky in San Francisco","37.775","-122.4183333","2010","3","26","17","20","2010","4","13"
"san francisco","CA","US","unknown","30.0","one or two flying crafts&#44 no lights","37.775","-122.4183333","2005","11","20","3","0","2005","12","16"
"san francisco","CA","US","unknown","30.0","Bright light with a long tailing streak moving Westward","37.775","-122.4183333","2003","9","30","19","45","2003","10","7"
"san francisco","CA","US","unknown","30.0","big bright light&#44 shining backwards in the shape of a V&#44 object was moving forward ver slowly.","37.775","-122.4183333","1999","1","18","18","15","2000","1","22"
"san francisco","CA","US","unknown","1800.0","bright white light in sky off Ocean Beach&#44 San Francisco&#44 CA changed color to red and moved slowly North","37.775","-122.4183333","2008","10","7","19","30","2008","10","31"
"san francisco","CA","US","unknown","60.0","Black object hovering in front of clouds in san fransisco","37.775","-122.4183333","2004","11","12","4","15","2004","12","3"
"san gabriel","CA","US","circle","60.0","Comet looking object appears and fades over southern California sky.","34.0961111","-118.105","2003","12","2","2","2","2003","12","9"
"san gabriel","CA","US","cylinder","3600.0","WAS LOOKING AT THE MOON THEN I SAW IT","34.0961111","-118.105","2004","4","24","14","30","2004","4","27"
"san gabriel","CA","US","fireball","240.0","3  Goldish Orange crafts heading north moving very slow like a half a mile 2 months time&#44 then 2 more appeared and then 2 more... cross","34.0961111","-118.105","2013","8","17","22","0","2013","8","30"
"san gabriel","CA","US","other","180.0","An object in the sky that resembled a star. It was traveling in a straight line and then went backwards.","34.0961111","-118.105","2004","7","14","1","0","2004","8","11"
"san geronimo","CA","US","oval","480.0","Large flying balloon-shaped object: top portion appeared solid&#44 bottom portion appeared to be the color of a high heat flame.","38.0133333","-122.6627778","2011","6","23","21","0","2011","6","27"
"san jacinto","CA","US","circle","20.0","Two large white balls coming out of the east made a sharpe left heading south. Moving very fast. Apron. Seven thousand feet. Talk to me","33.7838889","-116.9577778","2010","9","15","21","0","2011","10","10"
"san jacinto","CA","US","cylinder","20.0","I saw what appeared to be a while light shooting toward earth but apperaed green by the time it hit earth&#44 It did not slow down and hit","33.7838889","-116.9577778","2008","4","18","1","35","2008","6","12"
"san jacinto","CA","US","formation","240.0","Orange lights.","33.7838889","-116.9577778","2013","12","18","18","0","2013","12","23"
"san jacinto","CA","US","light","10.0","Red light In San Jacinto&#44 CA.","33.7838889","-116.9577778","2008","9","24","22","0","2009","12","12"
"san jacinto","CA","US","light","30.0","Hovering bright object vanishes petruding flashing light over san jacinto mountains","33.7838889","-116.9577778","2010","6","12","20","0","2010","6","23"
"san jacinto","CA","US","light","120.0","Bright light craft flew with no sound.","33.7838889","-116.9577778","2014","4","7","20","5","2014","4","11"
"san jacinto","CA","US","other","5.0","Black pointed Shadow Object Turns out lights and turns electronics off in  truck.","33.7838889","-116.9577778","2007","12","10","20","45","2008","3","4"
"san jacinto","CA","US","triangle","20.0","Dark triangular object seen over San Jacinto&#44 CA","33.7838889","-116.9577778","2006","9","26","19","30","2006","10","30"
"san jacinto","CA","US","unknown","5.0","A bright light hitting us while leaving at high speed","33.7838889","-116.9577778","2010","1","10","9","43","2010","2","14"
"san jacinto","CA","US","unknown","20.0","Object moving in an S shape at a high  rate of speed","33.7838889","-116.9577778","2006","7","9","0","25","2006","7","16"
"san jose","CA","US","changing","420.0","Two oblong flying objects changing shapes&#44 flying from West to East over Santa Cruz mountains. Spotted them with bare eyes&#44 then follow","37.3394444","-121.8938889","2012","5","11","20","30","2012","5","13"
"san jose","CA","US","changing","240.0","1 orb and two orbs that changed shape into moonlike objects.  ((NUFORC Note:  We believe the objects are clusters of balloons.  PD))","37.3394444","-121.8938889","2011","4","15","14","57","2011","5","2"
"san jose","CA","US","changing","180.0","sun shines of fuselage of very large high altitude object&#44 small stationary light visible afterwards","37.3394444","-121.8938889","2009","7","1","15","0","2010","6","3"
"san jose","CA","US","changing","180.0","Dark gray object going straight up&#44 changing shape as it went.","37.3394444","-121.8938889","2001","7","25","20","30","2001","8","5"
"san jose","CA","US","changing","1500.0","I saw a bright red VERY LARGE &quot;star looking&quot; object that shrunk and grew&#44 Then shrunk to a small white blinking object that flew away.","37.3394444","-121.8938889","2006","5","2","1","30","2006","5","15"
"san jose","CA","US","changing","1200.0","Skies over San Jose on this Memorial Day were full of Chemtrails. During Barbecue our party observed what we thought at first to be two","37.3394444","-121.8938889","2003","5","26","15","0","2003","5","27"
"san jose","CA","US","changing","120.0","Elongated&#44 ablong&#44 all black object floating end-over-end and quickly accelerating out of view to S. San Jose.","37.3394444","-121.8938889","2001","3","15","18","1","2001","3","16"
"san jose","CA","US","changing","900.0","real ufo&#39s","37.3394444","-121.8938889","2008","4","11","11","12","2008","6","12"
"san jose","CA","US","changing","10800.0","I have been seeing this star like light for over two years from my kithchen window.  ((NUFORC Note:  Twinkling star?  PD))","37.3394444","-121.8938889","2006","8","16","1","0","2006","10","30"
"san jose","CA","US","chevron","240.0","The object seen that summer evening  was cheveron shaped&#44 with a blue glow  visable around the edges&#44 moving silently &amp; slowly. N-S.","37.3394444","-121.8938889","1947","7","15","21","0","2004","4","27"
"san jose","CA","US","chevron","720.0","Bright orange-red light seen over San Jose&#44 CA.","37.3394444","-121.8938889","2009","8","10","0","8","2009","8","27"
"san jose","CA","US","chevron","600.0","One star shaped object&#44 another V shaped object blending in with the nighttime clouds","37.3394444","-121.8938889","2005","10","1","20","5","2005","10","11"
"san jose","CA","US","cigar","30.0","hovering saucer\cigar shaped object&#44 4 white lights that changed stationary to sweeping over San Jose for HOURS","37.3394444","-121.8938889","2007","4","23","23","0","2007","4","27"
"san jose","CA","US","cigar","600.0","Driving south on Hwy 85&#44 on way to work&#44 saw gleaming silver cigar shaped object floating beneath a cloud.","37.3394444","-121.8938889","1998","2","15","8","0","1999","2","16"
"san jose","CA","US","circle","180.0","TOO MUCH ACTIVITY OVER NOTHERN CAL. SAN JOSE","37.3394444","-121.8938889","2002","6","18","22","30","2002","7","1"
"san jose","CA","US","circle","300.0","Bright object over mt umunhum&#44 vertically rises&#44 saucer shaped object over san jose.","37.3394444","-121.8938889","2012","10","3","20","20","2012","10","30"
"san jose","CA","US","circle","300.0","UFO orb seen over san jose ca.","37.3394444","-121.8938889","2011","4","29","20","40","2011","5","12"
"san jose","CA","US","circle","35.0","Looked like very bright stars over San Jose Ca&#44 but stars don&#39t float that fast across the sky&#33","37.3394444","-121.8938889","2002","4","17","20","55","2002","4","25"
"san jose","CA","US","circle","1200.0","Yellow-green-white lighted objects flying over mt umunhum mountain range.","37.3394444","-121.8938889","2012","10","4","20","45","2012","10","30"
"san jose","CA","US","circle","2.0","very small spheres&#44 three one frame flashes at equal time and distance intervals","37.3394444","-121.8938889","2002","4","25","11","30","2002","7","1"
"san jose","CA","US","circle","2.0","Green object in San Jose&#44 CA","37.3394444","-121.8938889","2002","5","11","1","0","2002","5","14"
"san jose","CA","US","circle","7200.0","Spotted 7 total objects in the daylight sky. 2 stayed for over 10 mins before flying away. Polarized sunglasses aided view .","37.3394444","-121.8938889","2009","7","12","17","0","2009","8","5"
"san jose","CA","US","circle","1.0","It was 1 : 30 pm  me and my wife where standing outside of our apartment when we see 3 flying object very high in the sky  we stayed wa","37.3394444","-121.8938889","2009","1","4","13","30","2009","1","10"
"san jose","CA","US","circle","14.0","At approximately 4:50am a lighted circlular object was spotted streaking across the sky traveling from West to Nortwest and entered my","37.3394444","-121.8938889","2006","10","24","4","50","2006","10","30"
"san jose","CA","US","circle","7200.0","Disk&#44 hovered over shoping center. 500 Lights On Object0: Yes","37.3394444","-121.8938889","1968","7","20","19","0","2007","4","27"
"san jose","CA","US","circle","600.0","I SAW A WHITE OBJECT AT A VERY HIGH ALTITUDE NEXT TO A 747 FLYING SOUTH &#44I THOUGHT THE AIRCRAFT IS GOING TO COLLIDE WITH THE OBJECT BUT","37.3394444","-121.8938889","1999","9","30","17","30","1999","10","19"
"san jose","CA","US","circle","30.0","Two objects that appeared star-like&#44 but were moving quite slowly in a northerly path and had blinking red-orange lights","37.3394444","-121.8938889","2013","1","1","0","5","2013","2","4"
"san jose","CA","US","diamond","420.0","Three crafts flying southeast forming a tringle.","37.3394444","-121.8938889","2004","8","14","9","7","2004","8","24"
"san jose","CA","US","diamond","5.0","Two elongated diamond shaped crafts&#44 no sound&#44 high rate of speed","37.3394444","-121.8938889","2012","8","11","22","30","2012","8","19"
"san jose","CA","US","diamond","4.0","diamond shape transulcent object seen over los gatos&#44 ca&#44 near sr85 and sr 17","37.3394444","-121.8938889","2008","4","15","20","15","2008","6","12"
"san jose","CA","US","diamond","30.0","Triangle shape red and white lights and Laser beamed across the whole city","37.3394444","-121.8938889","2013","3","30","1","45","2013","5","15"
"san jose","CA","US","diamond","180.0","A bright red oranged diamond light figure with green flares in the bottom passing by quitly moneuvering as it took off","37.3394444","-121.8938889","2013","6","8","22","0","2013","7","3"
"san jose","CA","US","diamond","1200.0","Diamond shaped object with white lights rotating in the middle as well as red&#44yellow&#44blue&#44orange lights flashing all over the object.","37.3394444","-121.8938889","2001","7","5","22","0","2014","4","11"
"san jose","CA","US","diamond","20.0","Formation of 12 to 14 large birdlke objects going North to South over Downtown San Jose","37.3394444","-121.8938889","2003","12","17","6","15","2003","12","19"
"san jose","CA","US","disk","420.0","Town and Country Shopping Center&#44 dic shaped craft at about 20feet above the ground...around 4:30PM on a Sunday.","37.3394444","-121.8938889","1981","10","15","16","30","2008","2","14"
"san jose","CA","US","disk","300.0","shiny metallic saucer shaped.","37.3394444","-121.8938889","1999","8","1","13","0","2008","6","12"
"san jose","CA","US","disk","300.0","Small disc hovers over our backyard.","37.3394444","-121.8938889","2001","3","26","13","0","2009","12","12"
"san jose","CA","US","disk","300.0","Saw a bright star&#44 thought it was Venus. Looked around and saw Venus. This object then got alot brighter and swelled and then vanished","37.3394444","-121.8938889","1966","7","4","17","15","2001","10","12"
"san jose","CA","US","disk","45.0","It looked like a saucer... It was all light up and quite large in size.","37.3394444","-121.8938889","2004","11","26","19","30","2004","12","3"
"san jose","CA","US","disk","4.0","Silent craft moving south from San Jose to Gilroy at an estimated 3&#44000 MPH","37.3394444","-121.8938889","2012","9","16","15","55","2012","9","24"
"san jose","CA","US","disk","2400.0","1979 ufo  and entities sighting up close","37.3394444","-121.8938889","1979","6","15","20","0","2013","6","2"
"san jose","CA","US","disk","30.0","Black huge wobbling object disk shape going across sky in clouds","37.3394444","-121.8938889","2014","5","7","15","0","2014","5","8"
"san jose","CA","US","disk","180.0","UAO over 680 southbound freeway","37.3394444","-121.8938889","2010","10","21","23","25","2010","11","21"
"san jose","CA","US","disk","3600.0","I was in the back yard with grandkids&#44saw a bright light in the sky coming towards us&#44it stopped over my house&#44then i started taken vid","37.3394444","-121.8938889","2010","1","20","12","0","2010","11","21"
"san jose","CA","US","disk","10.0","Weird buzzing&#44 and I black out&#33","37.3394444","-121.8938889","2004","3","2","1","0","2004","3","9"
"san jose","CA","US","disk","60.0","Two Disks or Saucers seen gliding side by side before doing some acrobatic maneuvers.","37.3394444","-121.8938889","2007","11","7","17","20","2007","11","28"
"san jose","CA","US","disk","3600.0","Hovering Saucer over South San Jose in the August Evening","37.3394444","-121.8938889","1976","8","1","21","0","2004","6","4"
"san jose","CA","US","egg","300.0","White egg object Hovered then speed off with great speed","37.3394444","-121.8938889","2008","9","7","10","30","2008","10","31"
"san jose","CA","US","fireball","300.0","Cluster/gathering of reddish-orange lights in the sky.","37.3394444","-121.8938889","2012","9","23","21","30","2012","9","24"
"san jose","CA","US","fireball","90.0","red/gray &quot;fireball&quot; in San Jose&#44 Ca  1/12/11","37.3394444","-121.8938889","2011","1","12","8","52","2011","1","31"
"san jose","CA","US","fireball","7.0","Facing north&#44 at about 2 o&#39clock high&#44 I saw a bright ball of light (an electromagnetic spacecraft) make an abrupt turn from NW to NE a","37.3394444","-121.8938889","2008","9","12","20","30","2008","10","31"
"san jose","CA","US","fireball","600.0","2 orange balls of light/fire hovering over east hills area","37.3394444","-121.8938889","2012","9","2","23","30","2012","9","24"
"san jose","CA","US","fireball","600.0","15-20 orange glowing objects travelling across the night sky.","37.3394444","-121.8938889","2011","4","29","20","45","2011","5","2"
"san jose","CA","US","fireball","300.0","The Santa Clara Valley is bordered on the east by the Hamilton mountain range&#44 and on the west by Santa Cruz mountain range.  At the so","37.3394444","-121.8938889","1974","10","20","7","0","1999","4","2"
"san jose","CA","US","fireball","300.0","Circular object flying at night it was red and disappeared out of nowhere in a few minutes.","37.3394444","-121.8938889","2014","4","9","21","0","2014","4","11"
"san jose","CA","US","fireball","300.0","Three orange/red orbs in form of a triangle in the night sky.","37.3394444","-121.8938889","2012","6","16","21","30","2012","7","4"
"san jose","CA","US","fireball","240.0","redish orange fireball in the sky south of san jose","37.3394444","-121.8938889","2010","9","20","21","20","2010","11","21"
"san jose","CA","US","fireball","30.0","Green fireball in southern night sky","37.3394444","-121.8938889","2012","8","11","23","55","2012","9","24"
"san jose","CA","US","fireball","1800.0","Orange red fireball seen 4 times above San Jose&#44 Ca.  8/3/13","37.3394444","-121.8938889","2013","8","3","23","30","2013","8","30"
"san jose","CA","US","fireball","180.0","4/18/14 two fire ball objects that changed to pink clouds.","37.3394444","-121.8938889","2014","4","18","21","0","2014","4","24"
"san jose","CA","US","fireball","180.0","3 fireball objects in San Jose/Campbell","37.3394444","-121.8938889","2012","9","27","20","0","2012","10","30"
"san jose","CA","US","fireball","5.0","Green FireBall flew across downtown SJ","37.3394444","-121.8938889","2010","11","13","20","45","2010","11","21"
"san jose","CA","US","fireball","25.0","Long&#44 steady flight path leaving a trail the width of a finger held at arms","37.3394444","-121.8938889","2000","7","1","22","15","2000","7","11"
"san jose","CA","US","fireball","120.0","Two bright orange lights drifting in formation over San Jose foothills&#44 one breaking off in a tight maneuver.","37.3394444","-121.8938889","2013","3","2","20","0","2013","3","3"
"san jose","CA","US","fireball","30.0","A large boiling fireball 3/4 the size of the full moon. flew by so fast that i was the only oneto see it 2 others present I thought tha","37.3394444","-121.8938889","1996","8","1","16","0","1998","3","7"
"san jose","CA","US","fireball","15.0","I seen a green object possibly a comet streek across the sky leaving behind in a summer night","37.3394444","-121.8938889","1999","7","15","21","0","2001","8","12"
"san jose","CA","US","fireball","10.0","Very bright cobalt blue fireball over highway 101 near Minetta San Jose Airport","37.3394444","-121.8938889","2005","1","17","5","30","2007","3","8"
"san jose","CA","US","fireball","600.0","Either a ground or sea vessel based launch of missiles viewed from a substantial distance.","37.3394444","-121.8938889","2012","5","13","21","45","2012","5","29"
"san jose","CA","US","flash","5.0","A bright flash illuminated a third of the sky originating from a point like a star.","37.3394444","-121.8938889","1989","10","17","22","30","2002","1","11"
"san jose","CA","US","flash","15.0","Between 1973 and 1977 retuning home from dinner with my parents between 8:00pm and 9:00pm. I was lying down in the back seat passenger","37.3394444","-121.8938889","1977","6","30","20","30","2007","3","8"
"san jose","CA","US","flash","10.0","Very low&#44 very long&#44 metor-like flash across sky","37.3394444","-121.8938889","2002","3","17","22","0","2002","4","8"
"san jose","CA","US","formation","15.0","Two points of light over San Jose&#44 CA seen moving in formation before disappearing.","37.3394444","-121.8938889","2009","2","20","17","45","2009","3","19"
"san jose","CA","US","formation","300.0","I saw round solid color objects flying in pairs in daylight","37.3394444","-121.8938889","1997","8","30","18","0","2004","12","3"
"san jose","CA","US","formation","300.0","2 sets of 5 objects moving in parallel formation","37.3394444","-121.8938889","1998","9","26","22","30","1998","11","1"
"san jose","CA","US","formation","5.0","Two diagonal lights flying away in southeastern sky","37.3394444","-121.8938889","2008","10","28","19","0","2009","1","10"
"san jose","CA","US","formation","180.0","It was 11:00 am&#44 my daughter 4 1/2 was our front feeding our dog&#44 I was inside. Then I hear her yell  &quot;Momma&#44 Momma&#44 come look at the s","37.3394444","-121.8938889","2005","10","3","11","0","2005","10","11"
"san jose","CA","US","formation","180.0","5-6 bright lights traveling southeast in a vertical formation&#44 above three bright lights moving independently&#44 and sporadically.","37.3394444","-121.8938889","2013","4","1","20","30","2013","5","15"
"san jose","CA","US","formation","30.0","High altitude&#44 three craft formation travelling southeasterly above San Jose&#44 CA&#44 August 21 at 23:15 ((U. S. Navy NOSS satellites??))","37.3394444","-121.8938889","2004","8","21","23","15","2004","9","1"
"san jose","CA","US","formation","10.0","Bright triangle formation fading away slowly in day light.","37.3394444","-121.8938889","2013","12","12","15","45","2014","1","30"
"san jose","CA","US","light","2.0","Two lights dropping vertically in unison; flash of red from top light","37.3394444","-121.8938889","2010","3","26","21","50","2010","4","13"
"san jose","CA","US","light","7.0","Lime green lozenge -shaped light shot across the sky.","37.3394444","-121.8938889","1969","11","13","21","3","2009","8","27"
"san jose","CA","US","light","60.0","fast moving orange lights","37.3394444","-121.8938889","2006","10","17","21","30","2006","10","30"
"san jose","CA","US","light","5.0","Blue-green tube-like light descending in 60 degree angle from left to right&#44 in S.F. Bay Area&#44 Calif. June 13&#44 2001&#44 1:45 am","37.3394444","-121.8938889","2001","6","13","1","45","2001","8","5"
"san jose","CA","US","light","5.0","strange bright light in north east sky","37.3394444","-121.8938889","2006","9","5","21","58","2006","10","30"
"san jose","CA","US","light","6.0","3/26/04 san jose&#44 ca. wedge shaped light flying low&#44 fast&#44 and silent. look like a shooting star&#44 but kept going.  FAST. 1 solid light","37.3394444","-121.8938889","2004","3","27","2","30","2004","3","28"
"san jose","CA","US","light","300.0","Diamonds are forever&#33&#33","37.3394444","-121.8938889","2008","11","11","23","26","2009","1","10"
"san jose","CA","US","light","300.0","Small white dot high in sky similar to 7/2009 case over San Jose.","37.3394444","-121.8938889","2010","8","5","15","0","2010","8","24"
"san jose","CA","US","light","300.0","San Jose - red object in sky heading south.","37.3394444","-121.8938889","2011","4","26","23","10","2011","5","2"
"san jose","CA","US","light","300.0","Light very irregular movement in sky.","37.3394444","-121.8938889","2010","5","21","0","5","2010","6","3"
"san jose","CA","US","light","55.0","object in the shape of a round bright light","37.3394444","-121.8938889","2004","2","8","18","37","2004","2","12"
"san jose","CA","US","light","45.0","2 orange lights moving slowly/oddly fading out one at a time.","37.3394444","-121.8938889","2013","12","17","20","0","2013","12","23"
"san jose","CA","US","light","2700.0","Do not have time&#44 just need to know if others saw it in San Jose&#44 CA. Bright Red&#44 almost blood red light&#44 moving very very slowly. I ha","37.3394444","-121.8938889","2009","9","7","18","0","2009","12","12"
"san jose","CA","US","light","2400.0","Bright red light over Northern California.(non aircraft)","37.3394444","-121.8938889","2009","9","7","21","5","2009","12","12"
"san jose","CA","US","light","30.0","Witnessed 2 orange lights in the sky.","37.3394444","-121.8938889","2012","12","30","23","30","2013","2","4"
"san jose","CA","US","light","30.0","Bright lights in the sky taking on a V shape formation","37.3394444","-121.8938889","2012","2","10","19","0","2012","3","13"
"san jose","CA","US","light","30.0","((HOAX??))  Bright white light flew south and dimmed until it disappeared.","37.3394444","-121.8938889","2014","2","24","20","48","2014","2","27"
"san jose","CA","US","light","30.0","3 lights in the sky over San Jose&#44 CA on 04/01/2013 - 20:31 / 8:31pm.","37.3394444","-121.8938889","2013","4","1","20","31","2013","5","15"
"san jose","CA","US","light","30.0","First seen from my backyard: a bright red light with a strobing white light.  It looked about 1/2 the size of Mars and was flying in a","37.3394444","-121.8938889","1999","5","5","22","30","1999","5","24"
"san jose","CA","US","light","30.0","2 High Altitude Craft over San Jose&#44 CA.","37.3394444","-121.8938889","2011","8","18","22","15","2011","8","21"
"san jose","CA","US","light","180.0","It was Saturday 09/26/2009&#44 apprx 1:05 pm &#44 I saw a bright light in the sky&#44 at first I thought it was a balloon&#44 but then it began t","37.3394444","-121.8938889","2009","9","26","13","5","2009","12","12"
"san jose","CA","US","light","1200.0","Brilliant red light sighted over San Jose.","37.3394444","-121.8938889","2009","9","7","21","15","2009","12","12"
"san jose","CA","US","light","120.0","Red&#44 green and gold light amazes multiple witnesses over Santa Clara Valley","37.3394444","-121.8938889","1986","10","14","20","30","2003","6","18"
"san jose","CA","US","light","120.0","Small reddish orange light disappears right in front of my eyes&#33","37.3394444","-121.8938889","2013","3","23","20","6","2013","6","2"
